created_at,text,links,@person
2012-08-16,"As promised, we just posted more details on upcoming changes to the platform and a new version of the API, v1.1 https://t.co/W7DYaTDY",https://t.co/W7DYaTDY,
2012-06-29,Delivering a consistent Twitter experience https://t.co/miBN7jhw,https://t.co/miBN7jhw,
2012-06-26,@HooverFlags see https://t.co/9Lo6LHbe for more info on partnerships. ^TS,https://t.co/9Lo6LHbe,@HooverFlags
2012-06-26,@therealjeffpark There's a retweet_count field in tweet objects. Use https://t.co/X4Qr4jQO to get an updated tweet object by tweet ID ^TS,https://t.co/X4Qr4jQO,@therealjeffpark
2012-06-26,@haliiif we can't help with account issues but @support can: https://t.co/sqevYaWb ^TS,https://t.co/sqevYaWb,@haliiif@support
2012-06-15,@BillPull make sure you use valid API URLs like https://t.co/7fVIWuT8 ^TS,https://t.co/7fVIWuT8,@BillPull
2012-06-06,"Along with our new #Twitterbird, we've also updated our Display Guidelines: https://t.co/Ed4omjYs  ^JC",https://t.co/Ed4omjYs,
2012-06-06,Attention Twitter developers - it's time to update to the new #Twitterbird if you're using a Twitter logo! https://t.co/HqGdZMNV  ^JC,https://t.co/HqGdZMNV,
2012-05-17,We just updated section II.3.A of the Developer Rules of the Road: https://t.co/ehSA2uJY,https://t.co/ehSA2uJY,
2012-05-17,"@meerantj there is a created_at field in user objects: https://t.co/AvKLlKm7 Once you collect the data set, sort by that. ^TS",https://t.co/AvKLlKm7,@meerantj
2012-05-17,@tbrd correct; feature request here: https://t.co/snbhUPSf but can be mitigated through occasional delta checking of followers/ids ^TS,https://t.co/snbhUPSf,@tbrd
2012-05-10,We're modifying the Spring 2012 deprecation schedule! Stay tuned next week for details on a more gradual rollout. https://t.co/8Ci77Ue2 ^TS,https://t.co/8Ci77Ue2,
2012-05-09,Are you a developer in Nairobi? Manila? Buenos Aires? Singapore? Community Developer Teatimes are coming to you: https://t.co/5lS6rANY   ^JC,https://t.co/5lS6rANY,
2012-05-07,Some apps are getting a 403 Forbidden when uploading images through statuses/update_with_media -- more info: https://t.co/OxDo0hI3 ^TS,https://t.co/OxDo0hI3,
2012-05-07,"While revisiting your apps, you may find these useful: Working With Timelines https://t.co/v9jKuHPI  Field Guide: https://t.co/hyZxOS4G ^TS",https://t.co/v9jKuHPI,
2012-05-07,"REMINDER: A number of crucial deprecations begin on May 14th, NEXT WEEK. Be prepared: https://t.co/33p3SPo6 ^TS",https://t.co/33p3SPo6,
2012-05-03,"If you're exploring the @twitterapi, be sure and bring this new field guide along. https://t.co/5av8rKW4 ^TS",https://t.co/5av8rKW4,@twitterapi
2012-04-30,Developer Teatime is coming to Paris - please sign up to join us on June 16th! https://t.co/pQOUNKGD  @rno @jasoncosta,https://t.co/pQOUNKGD,@rno@jasoncosta
2012-04-27,"Today, we are launching eight cases studies highlighting the impact that Twitter can provide a website or mobile app https://t.co/xAEMKrWd",https://t.co/xAEMKrWd,
2012-04-27,Important information on SSL certificate changes on Twitter API URLs https://t.co/7aMGWdoX ^TS,https://t.co/7aMGWdoX,
2012-04-25,Our streaming endpoint DNS entries have changed. Make sure you pick up the new values! https://t.co/syXsNwdb ^ARK,https://t.co/syXsNwdb,
2012-04-13,@JonnySchnittger Our ID integers are larger than some languages can handle: https://t.co/6PTqq8Ms ^TS,https://t.co/6PTqq8Ms,@JonnySchnittger
2012-04-12,We are working to resolve an issue where devs cannot create new applications properly. Thanks for the reports! https://t.co/g20MTfQG ^TS,https://t.co/g20MTfQG,
2012-04-12,Introducing new features to address Twitter Platform's common questions: https://t.co/7B34wVCj,https://t.co/7B34wVCj,
2012-03-28,"We plan on rolling gzip support to User Streams on Monday. As a reminder, https://t.co/bqRLEJw5 has details ^ARK",https://t.co/bqRLEJw5,
2012-03-06,"For clarity: API Housekeeping: cleaning up unversioned & outdated REST methods on May 14, **2012** https://t.co/8Ci77Ue2; Thanks! ^TS",https://t.co/8Ci77Ue2;,
2012-03-06,"API Housekeeping: cleaning up unversioned & outdated REST methods on May 14, 2011. https://t.co/8Ci77Ue2 ^TS",https://t.co/8Ci77Ue2,
2012-02-14,Compress ALL the streams! The Streaming API now supports gzip compression: https://t.co/N0vfZy4y ^ARK,https://t.co/N0vfZy4y,
2012-02-08,"Community Developer Teatimes coming to Toronto, Dublin, and Amsterdam - https://t.co/NfgR9msG    ^JC",https://t.co/NfgR9msG,
2012-02-06,Support for gzip compressed streams is coming to http://t.co/czyA8FiM this week: https://t.co/N0vfZy4y ^ARK,https://t.co/N0vfZy4y,
2012-02-01,"Content-type appropriate error pages for 404, 500, and 503 API errors on the way: https://t.co/CnXOQdDE ^ARK",https://t.co/CnXOQdDE,
2012-01-31,"As planned, we're beginning to uncap Tweet retweet_count values now. More info: https://t.co/LwFM5fLd ^TS",https://t.co/LwFM5fLd,
2012-01-30,RT @gov: Developers and News Orgs: Stream the Feb. 4 Nevada Caucus results using the Twitter API. Here's how: https://t.co/2qYzl6l3 #nvc ...,https://t.co/2qYzl6l3,@gov
2012-01-26,New Withheld Content Fields in API Responses https://t.co/ySdR2b6C ^TS,https://t.co/ySdR2b6C,
2012-01-26,Here's a Chrome Extension @kurrik made that helps introduce the @twitterapi: https://t.co/OdEwAhQC ^TS,https://t.co/OdEwAhQC,@kurrik@twitterapi
2012-01-20,"We are going to start offering gzip compression for Streaming APIs, starting with Site Streams next week https://t.co/AVZf1No0 ^ARK",https://t.co/AVZf1No0,
2012-01-18,"We plan to uncap the retweet_count REST API field beginning Jan 31, 2012: https://t.co/LwFM5fLd ^TS",https://t.co/LwFM5fLd,
2012-01-11,"RT @TwitterOSS: we're excited to open source Scalding today, a Scala API for Cascading (congrats @posco @argyris @avibryant) https://t.c ...",https://t.c,@TwitterOSS@posco@argyris@avibryant
2012-01-10,Twitter’s new @handle distribution pilot program - https://t.co/7b0SRxEP   ^JC,https://t.co/7b0SRxEP,@handle
2012-01-10,Another Developer Teatime event - this time we're heading to Berlin! https://t.co/L1WBO9zr   ^JC,https://t.co/L1WBO9zr,
2012-01-09,Introducing more control over Site Streams with Control Streams https://t.co/UgeAGAHM ^TS,https://t.co/UgeAGAHM,
2012-01-05,A fix is rolling out for the Streaming API disruption and normalcy should return soon. Follow https://t.co/8VcatWXE for updates. Thanks! ^TS,https://t.co/8VcatWXE,
2011-12-21,"Missed any updates? https://t.co/LNpif8OL to review the most recently updated & created docs. Thanks again for the great year, devs! ^TS",https://t.co/LNpif8OL,
2011-12-16,We're starting to wrap https-based links with https-based t.cos. See https://t.co/kuE4ngPu for more information. ^TS,https://t.co/kuE4ngPu,
2010-04-01,"@1manfactory We're looking into it but haven't been able to reproduce. If you can, see what using https://api.twitter.com/oauth/* does ^TS",https://api.twitter.com/oauth/*,
